investor_id,total_transactions,avg_gap_days,max_gap_days,risk_flag
INV003908,9,47.1,112,at-risk
INV003909,8,51.4,72,at-risk
INV003910,8,54.4,204,at-risk
INV003911,8,64.6,187,at-risk
INV003912,9,58.9,140,at-risk
INV003913,8,61.4,136,at-risk
INV003916,10,41.8,114,at-risk
INV003918,12,39.5,124,at-risk
INV003920,12,42.5,132,at-risk
INV003925,7,68.3,164,at-risk
INV003926,8,68.3,155,at-risk
INV003936,12,41.0,96,at-risk
INV003938,11,38.3,70,at-risk
INV003940,12,41.8,151,at-risk
INV003942,8,70.3,180,at-risk
INV003943,11,34.0,88,at-risk
INV003945,11,41.7,90,at-risk
INV003946,9,53.1,129,at-risk
INV003947,7,56.5,125,at-risk
INV003948,9,32.8,76,at-risk
INV003951,9,61.6,170,at-risk
INV003952,9,43.6,95,at-risk
INV003957,11,50.0,91,at-risk
INV003958,12,42.8,124,at-risk
INV003960,6,76.0,146,at-risk
INV003961,11,47.3,136,at-risk
INV003962,11,48.1,218,at-risk
INV003964,12,41.9,130,at-risk
INV003967,7,63.5,116,at-risk
INV003968,10,51.3,199,at-risk
INV003970,10,48.1,148,at-risk
INV003972,9,52.6,156,at-risk
INV003973,9,52.0,125,at-risk
INV003974,12,44.5,120,at-risk
INV003975,11,41.6,125,at-risk
INV003977,8,61.7,149,at-risk
INV003978,10,53.0,124,at-risk
INV003979,12,35.6,71,at-risk
INV003981,10,45.1,75,at-risk
INV003982,7,62.2,143,at-risk
INV003985,7,77.5,191,at-risk
INV003986,7,61.2,206,at-risk
INV003987,9,52.0,92,at-risk
INV003989,9,50.9,138,at-risk
INV003992,6,84.6,210,at-risk
INV003995,6,50.6,175,at-risk
INV003996,9,59.5,177,at-risk
INV003997,8,59.9,167,at-risk
INV004001,10,33.2,81,at-risk
INV004003,9,43.4,146,at-risk
INV004004,12,34.2,88,at-risk
INV004005,11,49.9,184,at-risk
INV004006,10,29.6,78,at-risk
INV004007,9,46.2,123,at-risk
INV004009,10,49.7,87,at-risk
INV004011,7,70.3,192,at-risk
INV004014,11,49.5,93,at-risk
INV004015,11,47.1,126,at-risk
INV004017,11,31.3,70,at-risk
INV004018,7,80.3,147,at-risk
INV004019,8,69.9,169,at-risk
INV004023,10,52.0,93,at-risk
INV004024,12,36.1,92,at-risk
INV004025,6,62.2,248,at-risk
INV004026,7,63.0,188,at-risk
INV004028,10,45.2,96,at-risk
INV004030,8,70.1,142,at-risk
INV004032,8,55.6,175,at-risk
INV004033,9,56.2,168,at-risk
INV004036,6,61.6,94,at-risk
INV004037,8,53.3,137,at-risk
INV004038,12,44.3,127,at-risk
INV004040,7,72.0,169,at-risk
INV004044,6,80.6,216,at-risk
INV004045,7,45.5,108,at-risk
INV004049,11,32.3,67,at-risk
INV004050,8,56.0,167,at-risk
INV004051,10,48.7,89,at-risk
INV004052,7,80.7,175,at-risk
INV004058,6,83.8,184,at-risk
INV004063,12,36.0,117,at-risk
INV004064,12,41.6,97,at-risk
INV004066,10,50.1,167,at-risk
INV004067,8,53.0,142,at-risk
INV004069,9,48.5,196,at-risk
INV004070,12,36.9,107,at-risk
INV004071,6,75.2,134,at-risk
INV004073,7,62.5,148,at-risk
INV004075,7,69.5,256,at-risk
INV004076,6,76.2,174,at-risk
INV004078,9,53.4,160,at-risk
INV004079,10,50.7,164,at-risk
INV004080,8,62.7,121,at-risk
INV004084,7,51.2,170,at-risk
INV004085,10,51.7,138,at-risk
INV004089,9,49.2,106,at-risk
INV004091,11,41.4,184,at-risk
INV004094,8,66.0,183,at-risk
INV004096,11,48.5,146,at-risk
INV004098,8,41.6,63,at-risk
INV004099,10,38.1,167,at-risk
INV004100,11,38.9,118,at-risk
INV004102,7,79.8,247,at-risk
INV004104,9,53.1,133,at-risk
INV004106,6,55.8,151,at-risk
INV004108,7,52.5,165,at-risk
INV004109,7,68.3,99,at-risk
INV004110,7,66.0,280,at-risk
INV004112,9,34.5,76,at-risk
INV004114,7,31.5,76,at-risk
INV004116,11,49.4,117,at-risk
INV004117,6,20.2,57,at-risk
INV004118,9,49.9,98,at-risk
INV004119,8,64.0,195,at-risk
INV004123,6,85.0,138,at-risk
INV004124,10,43.9,99,at-risk
INV004125,12,44.8,142,at-risk
INV004127,9,63.2,190,at-risk
INV004128,12,45.0,156,at-risk
INV004130,7,65.7,137,at-risk
INV004131,7,65.5,211,at-risk
INV004132,6,78.2,141,at-risk
INV004134,8,39.3,98,at-risk
INV004135,12,41.0,164,at-risk
INV004137,10,19.4,36,at-risk
INV004138,10,48.4,143,at-risk
INV004140,8,68.6,130,at-risk
INV004142,9,60.5,131,at-risk
INV004143,10,53.9,137,at-risk
INV004145,11,33.1,125,at-risk
INV004146,10,49.0,173,at-risk
INV004147,7,61.0,136,at-risk
INV004148,9,50.9,113,at-risk
INV004149,7,61.5,130,at-risk
INV004151,12,45.1,141,at-risk
INV004152,7,60.8,131,at-risk
INV004153,11,42.0,96,at-risk
INV004154,12,46.7,90,at-risk
INV004161,6,88.8,260,at-risk
INV004163,7,46.5,114,at-risk
INV004165,7,69.3,201,at-risk
INV004172,10,49.0,196,at-risk
INV004173,8,71.3,170,at-risk
INV004174,9,60.5,192,at-risk
INV004175,8,67.9,133,at-risk
INV004177,10,35.3,117,at-risk
INV004179,10,39.6,127,at-risk
INV004181,8,66.7,149,at-risk
INV004184,10,40.2,151,at-risk
INV004185,6,49.8,105,at-risk
INV004190,6,72.6,154,at-risk
INV004191,11,48.7,161,at-risk
INV004196,10,52.2,112,at-risk
INV004199,7,48.5,138,at-risk
INV004201,7,43.2,97,at-risk
INV004202,9,47.6,114,at-risk
INV004203,10,51.8,98,at-risk
INV004204,7,72.0,275,at-risk
INV004205,9,51.5,164,at-risk
INV004208,9,45.9,156,at-risk
INV004210,6,48.8,77,at-risk
INV004212,9,52.0,131,at-risk
INV004216,8,70.3,195,at-risk
INV004222,6,58.0,141,at-risk
INV004223,12,43.4,103,at-risk
INV004224,7,43.8,121,at-risk
INV004225,8,43.7,105,at-risk
INV004226,10,53.4,118,at-risk
INV004228,10,48.2,112,at-risk
INV004230,10,53.6,127,at-risk
INV004231,12,39.6,107,at-risk
INV004232,12,32.5,68,at-risk
INV004233,7,70.5,195,at-risk
INV004237,8,65.6,215,at-risk
INV004239,9,53.5,130,at-risk
INV004241,12,43.9,115,at-risk
INV004243,12,38.6,73,at-risk
INV004246,11,45.2,127,at-risk
INV004247,8,67.9,142,at-risk
INV004248,8,62.9,184,at-risk
INV004250,6,74.4,139,at-risk
INV004252,8,58.1,265,at-risk
INV004253,6,100.8,221,at-risk
INV004254,9,59.8,317,at-risk
INV004257,6,89.2,135,at-risk
INV004258,11,43.2,105,at-risk
INV004262,6,73.0,151,at-risk
INV004263,6,91.2,149,at-risk
INV004264,8,53.7,207,at-risk
INV004265,7,70.2,180,at-risk
INV004266,11,37.1,79,at-risk
INV004267,12,38.4,95,at-risk
INV004268,7,73.7,245,at-risk
INV004270,11,49.5,182,at-risk
INV004271,12,41.5,142,at-risk
INV004272,8,35.0,98,at-risk
INV004273,6,75.8,171,at-risk
INV004274,11,48.2,86,at-risk
INV004276,9,20.2,47,at-risk
INV004278,12,34.2,85,at-risk
INV004279,11,35.2,100,at-risk
INV004280,7,72.7,256,at-risk
INV004281,11,45.3,161,at-risk
INV004282,10,48.6,105,at-risk
INV004283,11,35.5,103,at-risk
INV004285,11,46.6,169,at-risk
INV004287,8,45.6,109,at-risk
INV004288,12,41.7,132,at-risk
INV004289,12,41.7,201,at-risk
INV004290,12,44.6,128,at-risk
INV004293,10,48.4,142,at-risk
INV004294,8,63.1,119,at-risk
INV004295,12,42.3,103,at-risk
INV004296,11,51.1,151,at-risk
INV004297,12,44.0,149,at-risk
INV004298,8,43.7,155,at-risk
INV004299,11,49.1,175,at-risk
INV004300,6,32.8,62,at-risk
INV004302,7,64.3,169,at-risk
INV004303,6,54.6,105,at-risk
INV004306,10,43.2,118,at-risk
INV004307,7,50.5,139,at-risk
INV004308,10,56.4,244,at-risk
INV004310,6,79.6,174,at-risk
INV004314,9,51.9,137,at-risk
INV004316,8,33.0,78,at-risk
INV004318,9,49.8,106,at-risk
INV004319,12,44.0,131,at-risk
INV004320,6,83.4,336,at-risk
INV004321,11,33.6,69,at-risk
INV004322,6,58.0,75,at-risk
INV004324,12,42.4,93,at-risk
INV004326,12,32.8,78,at-risk
INV004329,6,80.6,176,at-risk
INV004332,11,45.3,112,at-risk
INV004333,7,39.3,126,at-risk
INV004334,6,76.4,184,at-risk
INV004335,9,56.4,104,at-risk
INV004336,7,71.3,124,at-risk
INV004337,6,74.4,150,at-risk
INV004338,12,40.0,162,at-risk
INV004339,9,56.5,225,at-risk
INV004340,9,62.5,252,at-risk
INV004341,8,56.1,124,at-risk
INV004342,6,77.6,145,at-risk
INV004343,12,40.1,85,at-risk
INV004345,12,36.5,114,at-risk
INV004346,6,67.4,187,at-risk
INV004347,8,47.4,82,at-risk
INV004348,11,42.8,120,at-risk
INV004349,11,47.9,159,at-risk
INV004352,6,79.8,118,at-risk
INV004353,9,50.4,102,at-risk
INV004354,6,59.6,97,at-risk
INV004356,10,38.7,194,at-risk
INV004357,10,56.3,305,at-risk
INV004358,12,41.5,135,at-risk
INV004360,9,58.5,144,at-risk
INV004361,10,47.9,124,at-risk
INV004362,11,41.8,155,at-risk
INV004363,10,53.3,202,at-risk
INV004364,10,44.8,173,at-risk
INV004365,12,41.8,109,at-risk
INV004366,8,44.6,79,at-risk
INV004367,7,79.5,194,at-risk
INV004368,6,64.8,182,at-risk
INV004369,9,45.9,149,at-risk
INV004372,12,33.9,136,at-risk
INV004374,10,53.6,128,at-risk
INV004375,6,83.6,166,at-risk
INV004376,12,39.7,145,at-risk
INV004378,7,81.2,212,at-risk
INV004379,8,56.4,110,at-risk
INV004380,6,96.8,212,at-risk
INV004381,7,70.3,142,at-risk
INV004384,9,52.8,143,at-risk
INV004388,12,42.7,163,at-risk
INV004391,7,49.0,96,at-risk
INV004392,10,50.2,99,at-risk
INV004393,7,45.8,164,at-risk
INV004398,6,93.0,177,at-risk
INV004400,11,39.0,97,at-risk
INV004401,9,61.1,125,at-risk
INV004403,10,45.6,150,at-risk
INV004407,7,43.5,125,at-risk
INV004408,7,63.7,111,at-risk
INV004410,12,37.2,113,at-risk
INV004411,9,53.4,111,at-risk
INV004412,8,70.6,158,at-risk
INV004413,11,48.3,113,at-risk
INV004414,10,41.9,176,at-risk
INV004418,7,39.5,103,at-risk
INV004421,9,56.8,187,at-risk
INV004427,12,46.2,125,at-risk
INV004428,11,37.3,119,at-risk
INV004434,12,45.7,92,at-risk
INV004436,8,53.9,108,at-risk
INV004437,8,51.3,103,at-risk
INV004439,6,57.8,122,at-risk
INV004440,6,67.8,295,at-risk
INV004442,11,41.6,157,at-risk
INV004443,11,42.0,111,at-risk
INV004445,6,85.2,249,at-risk
INV004446,11,45.1,122,at-risk
INV004447,10,33.2,66,at-risk
INV004448,8,49.3,164,at-risk
INV004450,12,33.9,100,at-risk
INV004451,8,60.4,137,at-risk
INV004452,11,48.6,134,at-risk
INV004454,11,49.2,101,at-risk
INV004455,12,33.4,105,at-risk
INV004457,11,47.7,188,at-risk
INV004458,6,29.4,87,at-risk
INV004459,11,39.5,92,at-risk
INV004460,11,34.0,93,at-risk
INV004461,9,32.4,52,at-risk
INV004463,10,52.7,211,at-risk
INV004464,8,53.6,142,at-risk
INV004465,11,44.8,109,at-risk
INV004466,10,51.3,166,at-risk
INV004467,8,48.6,235,at-risk
INV004468,9,57.6,128,at-risk
INV004472,11,49.9,145,at-risk
INV004473,10,48.9,93,at-risk
INV004474,7,66.7,190,at-risk
INV004475,11,40.7,87,at-risk
INV004476,9,56.8,126,at-risk
INV004477,10,45.7,96,at-risk
INV004481,9,31.8,66,at-risk
INV004482,8,70.3,225,at-risk
INV004483,6,83.6,345,at-risk
INV004484,10,35.2,134,at-risk
INV004486,6,77.0,190,at-risk
INV004487,7,19.7,46,at-risk
INV004492,7,61.3,128,at-risk
INV004493,11,50.3,116,at-risk
INV004495,8,67.7,159,at-risk
INV004496,11,49.7,138,at-risk
INV004497,12,45.6,131,at-risk
INV004498,7,76.3,136,at-risk
INV004502,11,44.7,94,at-risk
INV004504,10,42.9,160,at-risk
INV004505,11,43.0,118,at-risk
INV004508,11,42.6,181,at-risk
INV004509,6,81.6,175,at-risk
INV004510,7,78.7,264,at-risk
INV004511,7,66.8,215,at-risk
INV004513,10,53.4,169,at-risk
INV004514,6,84.8,213,at-risk
INV004515,8,50.1,119,at-risk
INV004517,8,61.9,160,at-risk
INV004518,7,70.8,115,at-risk
INV004519,7,68.7,209,at-risk
INV004520,7,65.0,188,at-risk
INV004521,12,33.0,76,at-risk
INV004522,6,93.8,174,at-risk
INV004523,10,48.4,107,at-risk
INV004526,10,37.9,173,at-risk
INV004527,9,50.9,161,at-risk
INV004528,7,54.0,149,at-risk
INV004529,8,65.7,176,at-risk
INV004531,10,47.6,159,at-risk
INV004533,8,53.7,118,at-risk
INV004534,9,49.4,118,at-risk
INV004540,12,33.5,77,at-risk
INV004542,11,32.6,59,at-risk
INV004544,9,48.9,147,at-risk
INV004545,7,42.0,72,at-risk
INV004547,11,41.1,165,at-risk
INV004548,6,99.8,290,at-risk
INV004549,6,67.8,163,at-risk
INV004551,9,46.8,108,at-risk
INV004553,9,56.1,120,at-risk
INV004555,10,42.0,151,at-risk
INV004560,10,43.0,72,at-risk
INV004562,9,52.4,137,at-risk
INV004563,10,55.9,211,at-risk
INV004565,7,77.8,198,at-risk
INV004567,7,76.3,309,at-risk
INV004574,12,36.5,87,at-risk
INV004576,8,60.9,132,at-risk
INV004578,6,58.4,108,at-risk
INV004579,11,31.0,77,at-risk
INV004581,9,63.1,119,at-risk
INV004582,11,50.5,156,at-risk
INV004583,7,78.7,148,at-risk
INV004584,9,34.2,85,at-risk
INV004587,7,71.8,179,at-risk
INV004589,10,47.3,140,at-risk
INV004591,9,48.5,163,at-risk
INV004592,9,45.8,115,at-risk
INV004593,11,48.0,125,at-risk
INV004594,12,43.3,122,at-risk
INV004595,9,37.4,136,at-risk
INV004598,12,38.3,129,at-risk
INV004600,11,48.4,116,at-risk
INV004602,12,43.4,191,at-risk
INV004605,11,49.3,105,at-risk
INV004606,8,43.3,84,at-risk
INV004607,9,49.0,164,at-risk
INV004608,10,42.8,96,at-risk
INV004609,6,81.8,172,at-risk
INV004611,11,33.4,134,at-risk
INV004614,9,49.8,110,at-risk
INV004616,8,69.4,158,at-risk
INV004617,12,43.2,90,at-risk
INV004619,10,45.7,114,at-risk
INV004621,12,39.5,125,at-risk
INV004623,6,61.6,122,at-risk
INV004625,11,48.2,114,at-risk
INV004626,6,72.2,294,at-risk
INV004627,9,48.6,141,at-risk
INV004629,12,41.1,175,at-risk
INV004630,12,36.8,95,at-risk
INV004631,11,47.0,108,at-risk
INV004633,12,45.1,189,at-risk
INV004634,6,65.6,141,at-risk
INV004635,9,44.0,141,at-risk
INV004636,11,41.3,138,at-risk
INV004638,11,43.1,87,at-risk
INV004639,8,57.9,161,at-risk
INV004640,11,42.2,174,at-risk
INV004641,10,37.7,99,at-risk
INV004642,7,65.8,232,at-risk
INV004643,9,37.0,101,at-risk
INV004646,9,48.4,138,at-risk
INV004647,9,54.9,138,at-risk
INV004648,7,39.7,83,at-risk
INV004650,10,44.9,143,at-risk
INV004651,10,47.8,103,at-risk
INV004653,8,70.4,262,at-risk
INV004654,8,64.7,170,at-risk
INV004655,8,56.7,147,at-risk
INV004656,7,80.5,234,at-risk
INV004659,9,44.0,81,at-risk
INV004660,7,72.2,232,at-risk
INV004661,11,48.8,181,at-risk
INV004664,7,62.8,182,at-risk
INV004665,10,46.3,137,at-risk
INV004666,6,70.2,116,at-risk
INV004669,6,58.4,148,at-risk
INV004672,11,44.4,91,at-risk
INV004673,8,46.1,127,at-risk
INV004678,7,82.7,184,at-risk
INV004680,8,40.4,155,at-risk
INV004682,11,33.8,83,at-risk
INV004687,6,62.0,94,at-risk
INV004688,10,45.0,181,at-risk
INV004689,7,48.0,89,at-risk
INV004691,9,54.4,139,at-risk
INV004692,12,44.8,172,at-risk
INV004693,8,59.1,161,at-risk
INV004694,7,73.2,241,at-risk
INV004695,10,55.3,175,at-risk
INV004701,11,46.8,188,at-risk
INV004704,12,43.1,113,at-risk
INV004709,6,67.4,164,at-risk
INV004711,9,54.4,222,at-risk
INV004712,11,37.2,68,at-risk
INV004715,8,48.7,119,at-risk
INV004716,9,55.5,114,at-risk
INV004719,6,38.6,59,at-risk
INV004720,8,52.1,122,at-risk
INV004722,9,54.2,163,at-risk
INV004724,6,68.0,127,at-risk
INV004731,7,55.7,112,at-risk
INV004733,12,37.5,141,at-risk
INV004734,7,61.5,185,at-risk
INV004735,6,94.8,285,at-risk
INV004737,12,44.6,113,at-risk
INV004738,11,46.6,104,at-risk
INV004739,9,59.9,162,at-risk
INV004741,10,50.4,157,at-risk
INV004742,7,60.7,138,at-risk
INV004744,9,46.6,123,at-risk
INV004745,8,54.1,137,at-risk
INV004747,6,92.8,151,at-risk
INV004748,8,59.4,123,at-risk
INV004752,7,57.3,164,at-risk
INV004753,11,39.0,84,at-risk
INV004754,8,58.7,133,at-risk
INV004755,10,40.8,172,at-risk
INV004756,11,47.2,94,at-risk
INV004761,10,41.0,122,at-risk
INV004763,12,45.5,177,at-risk
INV004764,11,41.5,94,at-risk
INV004769,8,57.6,174,at-risk
INV004770,12,46.6,94,at-risk
INV004771,7,75.7,189,at-risk
INV004774,9,53.4,147,at-risk
INV004776,10,51.0,145,at-risk
INV004780,12,41.2,85,at-risk
INV004784,6,84.8,114,at-risk
INV004785,8,62.1,248,at-risk
INV004787,10,54.8,118,at-risk
INV004790,9,35.2,96,at-risk
INV004794,10,52.1,197,at-risk
INV004796,7,28.8,68,at-risk
INV004797,11,50.5,173,at-risk
INV004798,9,53.0,106,at-risk
INV004801,6,81.4,287,at-risk
INV004802,11,36.0,184,at-risk
INV004803,6,83.2,209,at-risk
INV004804,12,37.1,137,at-risk
INV004805,9,36.4,69,at-risk
INV004807,10,51.6,206,at-risk
INV004811,12,40.4,165,at-risk
INV004812,6,50.6,169,at-risk
INV004813,11,40.7,190,at-risk
INV004817,6,95.2,187,at-risk
INV004818,10,44.0,137,at-risk
INV004819,11,42.1,97,at-risk
INV004821,10,30.9,77,at-risk
INV004822,10,44.1,127,at-risk
INV004823,9,51.8,107,at-risk
INV004825,10,46.7,141,at-risk
INV004826,11,44.3,121,at-risk
INV004827,7,63.7,179,at-risk
INV004828,7,49.7,109,at-risk
INV004829,6,67.0,155,at-risk
INV004830,6,70.8,222,at-risk
INV004831,7,83.8,177,at-risk
INV004833,12,42.5,140,at-risk
INV004834,10,34.3,106,at-risk
INV004835,9,60.5,179,at-risk
INV004836,10,48.2,168,at-risk
INV004837,7,74.5,145,at-risk
INV004840,12,39.3,77,at-risk
INV004841,10,52.4,209,at-risk
INV004843,8,50.9,153,at-risk
INV004844,10,44.4,118,at-risk
INV004845,11,47.2,124,at-risk
INV004846,7,59.5,137,at-risk
INV004847,9,55.1,174,at-risk
INV004848,11,45.3,166,at-risk
INV004849,10,39.0,158,at-risk
INV004850,12,38.4,86,at-risk
INV004851,7,65.7,104,at-risk
INV004853,7,57.5,137,at-risk
INV004854,6,96.0,174,at-risk
INV004855,11,34.1,98,at-risk
INV004857,7,70.3,166,at-risk
INV004858,7,67.0,233,at-risk
INV004860,9,49.0,129,at-risk
INV004863,10,47.1,194,at-risk
INV004864,12,38.5,114,at-risk
INV004865,11,45.8,130,at-risk
INV004866,10,36.9,86,at-risk
INV004868,12,36.1,213,at-risk
INV004871,12,45.9,170,at-risk
INV004874,10,46.8,116,at-risk
INV004875,9,58.6,186,at-risk
INV004876,6,82.0,173,at-risk
INV004877,7,80.5,276,at-risk
INV004880,6,58.2,80,at-risk
INV004885,12,42.8,119,at-risk
INV004886,6,65.8,134,at-risk
INV004887,8,57.1,116,at-risk
INV004888,7,53.5,115,at-risk
INV004889,11,44.7,85,at-risk
INV004891,12,43.0,82,at-risk
INV004892,8,58.3,109,at-risk
INV004896,12,39.7,114,at-risk
INV004899,8,67.0,124,at-risk
INV004900,8,42.3,81,at-risk
INV004901,9,41.5,96,at-risk
INV004903,6,86.2,173,at-risk
INV004908,6,74.4,162,at-risk
INV004910,10,47.7,126,at-risk
INV004911,12,34.7,81,at-risk
INV004913,10,48.3,138,at-risk
INV004914,9,60.9,256,at-risk
INV004915,10,56.9,257,at-risk
INV004916,10,54.1,162,at-risk
INV004917,8,59.3,109,at-risk
INV004918,10,55.1,192,at-risk
INV004919,11,50.5,149,at-risk
INV004922,12,39.0,129,at-risk
INV004924,10,53.1,116,at-risk
INV004925,10,51.0,102,at-risk
INV004926,12,43.6,100,at-risk
INV004927,12,39.2,213,at-risk
INV004930,6,75.0,207,at-risk
INV004932,9,52.2,150,at-risk
INV004933,7,45.3,132,at-risk
INV004934,8,47.1,122,at-risk
INV004938,6,70.0,119,at-risk
INV004939,12,38.8,90,at-risk
INV004942,6,25.6,42,at-risk
INV004945,9,58.4,208,at-risk
INV004947,10,44.6,122,at-risk
INV004948,8,54.7,175,at-risk
INV004950,7,73.2,169,at-risk
INV004951,6,73.6,159,at-risk
INV004953,10,44.8,131,at-risk
INV004956,11,41.4,155,at-risk
INV004957,8,68.6,137,at-risk
INV004958,8,62.7,96,at-risk
INV004959,9,44.2,88,at-risk
INV004961,9,59.1,240,at-risk
INV004962,10,38.8,163,at-risk
INV004963,7,73.3,108,at-risk
INV004967,8,57.9,111,at-risk
INV004968,7,24.5,42,at-risk
INV004969,9,46.0,149,at-risk
INV004970,7,68.5,165,at-risk
INV004972,6,84.8,241,at-risk
INV004973,11,44.0,90,at-risk
INV004974,11,36.7,100,at-risk
INV004978,9,55.1,120,at-risk
INV004980,8,57.7,143,at-risk
INV004981,12,43.1,115,at-risk
INV004982,9,52.0,117,at-risk
INV004983,10,41.6,128,at-risk
INV004984,12,41.1,129,at-risk
INV004986,8,69.7,185,at-risk
INV004989,8,61.7,149,at-risk
INV004990,7,51.5,105,at-risk
INV004992,12,44.5,170,at-risk
INV004993,7,74.3,176,at-risk
INV004996,11,41.7,104,at-risk
INV004997,11,48.2,248,at-risk
INV004998,6,80.2,177,at-risk
INV004999,9,54.9,128,at-risk
